station;sample_date;NH4;as;ca;cl;doc;f;hard_tot;k;alk;cu;cond;mg;mn;na;ni;no3_n;o2;o2_sat;n_tot;so4;wa_temp;zn;ph;latitude;longitude;type;constr_year;bedrock_geology;surface_elev_masl;wl_elev_masl
F_1877;2019-12-02;;;;;;;;;;;320.0;;;;;;3.04;31.4;;;16.3;;7.64;47.58244201221551;7.590140211515276;Bohrungen verrohrt (ø < 200mm);2004.0;Meletta-Schichten;249.13;244.63
F_1877;2020-03-17;;;;;;;;;;;159.0;;;;;;8.26;75.0;;;10.7;;8.37;47.58244201221551;7.590140211515276;Bohrungen verrohrt (ø < 200mm);2004.0;Meletta-Schichten;249.13;244.63
F_1877;2020-10-20;;;;;;;;;;;342.0;;;;;;1.82;18.7;;;15.6;;7.66;47.58244201221551;7.590140211515276;Bohrungen verrohrt (ø < 200mm);2004.0;Meletta-Schichten;249.13;244.63
F_1877;2021-03-23;;;;;;;;;;;281.0;;;;;;5.56;51.4;;;11.1;;8.03;47.58244201221551;7.590140211515276;Bohrungen verrohrt (ø < 200mm);2004.0;Meletta-Schichten;249.13;244.63
F_1877;2021-09-27;;;;;;;;;;;387.0;;;;;;1.82;18.5;;;15.0;;7.74;47.58244201221551;7.590140211515276;Bohrungen verrohrt (ø < 200mm);2004.0;Meletta-Schichten;249.13;244.63
F_1877;2022-10-24;;;;;;;;;;;339.0;;;;;;2.35;23.5;;;16.0;;7.63;47.58244201221551;7.590140211515276;Bohrungen verrohrt (ø < 200mm);2004.0;Meletta-Schichten;249.13;244.63
F_1907;2006-06-27;;;;;;;;;;;327.0;;;;;;;;;;12.6;;;47.581245106997976;7.591746763127437;Bohrungen verrohrt (ø < 200mm);2004.0;Meletta-Schichten;248.86;244.85
F_1907;2006-12-13;;;;;;;;;;;361.0;;;;;1.15;;;;;13.6;;;47.581245106997976;7.591746763127437;Bohrungen verrohrt (ø < 200mm);2004.0;Meletta-Schichten;248.86;244.85
F_1907;2019-12-12;;;;;;;;;;;247.0;;;;;;4.29;41.6;;;12.3;;8.06;47.581245106997976;7.591746763127437;Bohrungen verrohrt (ø < 200mm);2004.0;Meletta-Schichten;248.86;244.85
F_2441;2003-01-20;;;;;;;;;;;285.0;;;;;;4.63;45.0;;;;;7.8;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2004-09-23;;;;;;;;;;;305.0;;;;;;;;;;;;;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2006-06-27;;;;;;;;;;;333.0;;;;;;;;;;15.2;;;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2006-12-13;;;;;;;;;;;347.0;;;;;1.3;;;;;13.6;;;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2010-03-12;;;;17.6;0.49;0.155;;;;;358.0;;;;;1.83;6.6;64.3;;25.2;12.9;;7.51;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2010-08-18;;;55.4;18.3;0.43;0.142;;2.4;130.89181;1.1;362.0;5.8;;12.7;;1.52;4.3;44.3;;23.6;15.0;;7.83;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2010-11-08;;;;;;;;;;;348.0;;;;;;5.6;53.1;;;;;7.8;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2011-02-15;;;;17.1;;;;;;;338.0;;;;;1.71;5.6;57.0;;23.6;14.1;;7.57;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2011-06-28;;1.8;;13.4;0.44;;;;;;322.0;;1.4;;0.69;1.54;6.0;63.3;;16.3;14.9;;7.45;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2011-11-09;;;;;;;;;;;345.0;;;;;;4.0;40.6;;;15.0;;7.73;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2012-08-07;;;;;;;;;;;313.0;;;;;;4.76;47.5;;;14.3;;7.53;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2012-11-07;;;;;;;;;;;341.0;;;;;;3.92;39.8;;;15.3;;7.75;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2013-02-12;;;;;;;;;;;358.0;;;;;;4.84;48.9;;;14.4;;7.56;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2013-08-13;;;;;;;;;;;316.0;;;;;;5.82;58.3;;;14.3;;7.88;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2014-02-11;;;;;;;;;;;328.0;;;;;;4.69;47.7;;;14.5;;7.57;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2014-08-12;;;;;;;;;;;328.0;;;;;;2.71;27.4;;;14.5;;7.69;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2015-02-04;;;;;;;;;;;335.0;;;;;;3.0;30.9;;;14.9;;7.57;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2015-08-11;;;;;;;;;;;308.0;;;;;;3.91;39.3;;;14.5;;7.74;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2016-02-01;;;;;;;;;;;305.0;;;;;;5.54;55.8;;;11.1;;7.79;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2016-08-08;;;;;;;;;;;340.0;;;;;;3.28;32.9;;;14.2;;7.54;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2017-02-15;;;;;;;;;;;336.0;;;;;;4.19;41.7;;;15.1;;7.64;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2017-08-09;;;;;;;;;;;306.0;;;;;;3.57;35.8;;;14.3;;7.51;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2018-04-25;;;;;;;;;;;278.0;;;;;;4.6;45.4;;;13.5;;7.92;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2018-09-26;;;;;;;;;;;288.0;;;;;;2.21;22.1;;;14.6;;7.53;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2019-03-27;;;;;;;;;;;310.0;;;;;;3.52;35.1;;;14.6;;7.86;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2019-09-25;;;;;;;;;;;304.0;;;;;;2.78;28.3;;;15.0;;7.69;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2019-12-02;;;;;;;;;;;325.0;;;;;;2.41;24.4;;;15.5;;7.6;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2020-03-17;;;;;;;;;;;278.0;;;;;;4.32;42.9;;;14.4;;7.94;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2020-10-21;;;;;;;;;;;307.0;;;;;;2.62;27.3;;;15.4;;7.61;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2021-03-24;;;;;;;;;;;290.0;;;;;;4.75;47.1;;;14.2;;7.75;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2021-09-28;;;;;;;;;;;305.0;;;;;;3.69;37.0;;;14.8;;7.81;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2441;2022-10-25;;;;;;;;;;;301.0;;;;;;3.82;39.4;;;15.8;;7.65;47.58187699270678;7.589961952779306;Bohrungen verrohrt (ø >= 200mm);1993.0;Meletta-Schichten;249.15;244.69
F_2477;1999-09-08;;;;26.8;0.7;0.93;;;;;;;;;;6.63;9.0;77.3;;44.1;;;;47.570212418572645;7.590002251370437;Bohrungen verrohrt (ø < 200mm);1994.0;Meletta-Schichten;252.97;245.14
F_2477;2016-04-18;;1.5;68.7;38.5;0.56;0.185;11.3;4.5;163.21298000000002;;568.0;7.9;12.0;25.0;;4.45;7.56;80.7;4.8;37.2;17.5;;7.55;47.570212418572645;7.590002251370437;Bohrungen verrohrt (ø < 200mm);1994.0;Meletta-Schichten;252.97;245.14
F_2477;2021-06-01;;1.48;60.8;32.1;0.55;0.225;;4.5;159.64157999999998;1.3;517.0;7.4;;24.0;;4.99;8.53;90.1;5.6;37.9;16.8;;7.67;47.570212418572645;7.590002251370437;Bohrungen verrohrt (ø < 200mm);1994.0;Meletta-Schichten;252.97;245.14
F_2614;1993-10-14;;;77.6;14.7;1.2;0.097;13.9;4.2;185.7128;;537.0;6.2;;14.2;;3.24;3.5;;;64.2;19.1;;7.39;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;1994-10-26;;;91.0;34.5;1.8;0.23;15.2;4.8;210.7126;;610.0;8.5;;27.3;;4.1;2.2;23.8;;65.8;19.1;;7.28;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;1995-11-10;;;85.8;19.0;1.5;0.28;13.8;4.3;196.427;;568.0;8.0;;27.5;;3.8;2.3;24.4;;71.0;18.2;;7.4;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;1996-10-29;;;79.7;21.1;1.0;0.225;13.6;5.7;216.06969999999998;;541.0;7.5;;18.3;;2.69;3.2;34.4;;41.2;18.8;;7.16;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;1997-10-29;;;70.6;18.8;0.9;0.179;12.3;5.9;199.99839999999998;;508.0;6.4;;23.5;;2.42;2.8;30.7;;44.8;19.7;2.7;7.4;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;1998-11-04;;;25.0;4.7;4.2;0.046;4.2;4.8;71.428;;164.0;1.0;;2.4;;0.07;3.4;34.8;;5.4;16.4;21.3;8.3;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;1999-11-17;;;68.2;18.0;0.6;0.138;12.4;4.1;183.9271;;479.0;6.6;;14.5;;2.45;3.1;32.9;;32.3;18.1;2.7;7.46;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2000-09-11;;;;12.2;;0.215;;;;;506.0;;;;;2.46;4.8;52.0;;34.5;;;7.37;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2001-09-25;;;164.0;6.6;0.5;0.279;9.28;2.6;150.53450999999998;;356.0;5.1;;8.8;;1.38;4.55;46.0;;16.8;16.2;2.9;7.75;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2002-07-02;;;55.3;12.2;0.6;0.25;9.0;2.8;146.42739999999998;;357.0;4.7;;9.9;;1.59;4.75;49.0;;18.8;16.3;3.5;7.63;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2002-10-30;;;;;;;;;;;472.0;;;;;1.26;3.93;42.3;;;18.8;;7.43;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2003-05-20;;;;11.6;;0.287;;;;;342.0;;;;;1.55;7.02;69.0;;16.2;14.7;;7.72;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2003-08-18;;;55.3;10.6;0.55;0.321;9.21;2.54;149.46309;;363.0;5.1;;8.1;;1.25;3.7;40.0;;14.5;18.6;4.3;7.57;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2003-11-04;;;;10.3;;0.277;;;;;373.0;;;;;1.1;4.29;46.0;;14.7;18.7;;7.65;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2004-05-04;;;;17.8;;0.218;;;;;436.0;;;;;2.24;6.34;63.7;;26.5;15.5;;7.64;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2004-08-04;;;63.6;16.7;0.6;0.157;10.3;2.71;161.07013999999998;;424.0;5.9;;11.9;;1.8;4.84;49.7;;19.9;16.6;2.9;7.55;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2005-02-21;;;;20.0;;0.173;;;;;450.0;;;;;2.02;6.2;59.2;;25.4;15.5;;7.38;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2005-05-17;;;;21.6;;0.207;;;;;450.0;;;;;2.28;5.5;55.5;;25.1;14.7;;7.4;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2005-08-17;;;58.4;16.4;2.2;0.198;9.59;3.47;150.53450999999998;;446.0;4.8;;11.2;;1.81;3.6;38.0;;17.6;17.3;22.0;7.15;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2005-11-08;;;;18.9;;0.216;;;;;470.0;;;;;1.35;3.5;38.0;;19.1;18.6;;7.33;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2006-02-06;;;;25.4;;0.227;;;;;464.0;;;;;1.56;4.5;44.6;;18.5;16.2;;7.54;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2006-05-15;;;;28.5;;0.216;;;;;522.0;;;;;3.64;5.9;61.0;;41.8;14.4;;7.45;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2006-09-04;;;74.2;27.5;0.93;0.214;12.7;4.65;207.1412;;538.0;6.6;;19.2;;1.61;4.9;54.0;1.6;29.7;18.3;4.8;7.27;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2006-11-30;;;;30.3;;0.207;;;;;549.0;;;;;2.18;4.6;51.0;;36.8;18.6;;7.28;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2006-12-11;;;;;;;;;;;467.0;;;;;1.75;;;;;16.3;;;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2007-02-20;;;;37.4;;0.217;;;;;552.0;;;;;1.73;4.2;44.6;;27.2;16.4;;7.3;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2007-05-31;;;;25.7;;0.194;;;;;402.0;;;;;1.38;4.6;48.4;;19.8;16.3;;7.57;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2007-08-08;;;85.0;42.6;1.0;0.192;13.6;3.7;194.6413;;620.0;7.0;;21.5;;1.69;5.4;59.0;1.6;35.3;18.3;4.9;7.31;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2007-11-05;;;;;;;;;;;468.0;;;;;1.94;4.7;50.8;;;18.7;;7.3;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2008-03-06;;;;15.7;;0.218;;;;;428.0;;;;;1.8;5.3;53.0;;21.7;14.9;;7.42;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2008-05-28;;;;19.8;;0.214;;;;;436.0;;;;;1.91;4.3;45.4;;25.2;15.9;;7.58;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2008-08-04;;0.52;72.4;27.3;0.64;0.225;11.8;3.1;180.35569999999998;2.0;494.0;6.5;1.7;18.0;0.61;1.78;4.5;50.9;1.8;27.4;18.7;;7.36;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2008-11-24;;;;20.2;;0.221;;;;;461.0;;;;;1.81;2.8;29.6;;24.1;19.3;;7.39;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2009-05-27;;0.67;79.0;46.7;1.0;0.199;12.8;2.9;183.9271;3.7;549.0;7.6;20.0;26.0;0.73;2.59;5.9;61.1;2.9;37.3;15.9;;7.56;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2009-11-24;;;;30.2;;0.209;;;;;496.0;;;;;2.16;4.3;46.3;;31.3;18.5;;7.32;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2010-03-12;;;;37.9;0.7;0.179;;;;;532.0;;;;;2.6;4.8;50.7;;38.1;17.0;;7.37;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2010-05-17;;;72.0;31.6;0.86;0.228;11.4;3.1;173.03432999999998;5.9;490.0;6.9;17.0;20.0;1.4;2.29;3.9;40.4;2.4;29.7;16.4;;7.42;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2010-11-10;;0.56;73.0;27.7;1.4;0.182;11.8;3.4;178.57;6.1;481.0;6.8;13.0;19.0;0.54;1.95;3.1;35.4;1.9;24.2;19.1;;7.31;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2011-05-16;;0.56;68.0;35.7;0.81;0.216;11.2;3.3;175.35574;2.2;487.0;6.3;2.0;21.0;;2.15;5.2;52.7;2.2;27.6;15.8;;7.43;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2011-11-07;;;;38.0;;;;;;;602.0;;;;;1.76;4.49;49.8;;29.4;19.0;;7.38;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2012-05-09;;;;9.5;4.3;0.071;4.53;;81.60649000000001;15.0;206.0;;168.0;;1.2;;5.69;58.8;1.1;4.6;15.6;;7.5;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2012-11-06;;;;20.6;;0.101;;;;;263.0;;;;;0.9;5.5;56.2;;16.2;15.4;;7.54;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2012-11-13;;;;29.4;;0.159;;;;;441.0;;;;;1.58;1.98;21.8;;24.1;18.5;;7.37;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2013-02-12;;;;;;;;;;;634.0;;;;;;3.06;31.5;;;15.0;;7.42;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2013-05-15;;0.7;62.7;30.0;2.6;0.181;10.1;2.87;171.78434;0.9;437.0;5.7;80.0;20.0;0.8;1.54;3.28;33.5;1.7;22.6;14.0;;7.56;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2013-08-12;;;;;;;;;;;422.0;;;;;;2.76;28.5;;;16.0;;7.28;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2013-10-17;;;;;;;;;;;500.0;;;;;;3.13;33.5;;;17.5;;7.31;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2013-11-04;;;;28.3;;0.19;;;;;463.0;;;;;1.64;3.39;37.1;;22.9;17.5;;7.42;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2013-12-05;;;;;;;;;;;493.0;;;;;;3.4;35.9;;;17.4;;7.34;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2014-02-06;;;;27.9;;0.148;;;;;473.0;;;;;1.62;3.88;40.4;;24.7;15.5;;7.36;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2014-04-03;;;;;;;;;;;456.0;;;;;;4.11;41.9;;;14.5;;7.42;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2014-05-14;;0.59;60.6;23.6;0.9;0.205;9.64;2.74;158.57016000000002;2.6;422.0;5.6;30.0;16.7;1.4;1.67;4.4;44.1;1.7;19.1;14.7;;7.53;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2614;2014-06-04;;;;;;;;;;;465.0;;;;;;4.45;45.4;;;15.0;;7.47;47.58212342670827;7.597857006879844;Bohrungen verrohrt (kassiert);1979.0;Meletta-Schichten;250.77;244.07
F_2616;1996-04-23;;;58.6;9.3;1.1;0.22;10.4;2.4;166.24867;;389.0;6.5;;10.6;;2.49;5.7;57.2;;27.1;15.5;;7.76;47.58202475095419;7.597670619217722;Bohrungen verrohrt (kassiert);;Meletta-Schichten;251.35;244.05
F_2616;2001-06-13;;;;7.1;0.7;0.246;9.0;;135.7132;;353.0;;;;;2.1;6.76;10.0;;29.6;14.8;;7.75;47.58202475095419;7.597670619217722;Bohrungen verrohrt (kassiert);;Meletta-Schichten;251.35;244.05
F_2616;2006-06-22;;;;18.2;0.78;0.264;10.3;;154.82019;;416.0;;;;;2.7;6.01;60.1;2.7;24.9;15.3;;7.55;47.58202475095419;7.597670619217722;Bohrungen verrohrt (kassiert);;Meletta-Schichten;251.35;244.05
F_2616;2011-06-20;;;;13.8;0.45;;;;;;378.0;;6.2;;;1.46;7.1;73.7;;15.2;16.2;;7.68;47.58202475095419;7.597670619217722;Bohrungen verrohrt (kassiert);;Meletta-Schichten;251.35;244.05
F_2688;1994-09-20;;;80.0;12.1;0.5;0.14;14.3;1.7;214.284;;455.0;11.0;;10.0;;4.12;9.7;92.2;;34.0;13.0;;7.5;47.566347974076734;7.622926191249976;Bohrungen verrohrt (ø < 200mm);1994.0;Cyrenenmergel;260.7;252.4
F_2688;1995-08-07;;;;;0.7;;;;;;503.0;;;;;;;;;;14.9;61.8;7.41;47.566347974076734;7.622926191249976;Bohrungen verrohrt (ø < 200mm);1994.0;Cyrenenmergel;260.7;252.4
F_2688;1995-11-28;;;;12.8;0.7;0.12;;;;;540.0;;;;;4.53;7.7;72.4;;33.5;12.5;;7.51;47.566347974076734;7.622926191249976;Bohrungen verrohrt (ø < 200mm);1994.0;Cyrenenmergel;260.7;252.4
F_2688;1996-02-06;;;;12.1;0.5;0.14;;;;;506.0;;;;;4.53;6.8;63.0;;35.0;12.2;;7.43;47.566347974076734;7.622926191249976;Bohrungen verrohrt (ø < 200mm);1994.0;Cyrenenmergel;260.7;252.4
F_2688;1996-05-24;;;;12.1;0.8;0.14;;;;;543.0;;;;;4.07;6.7;65.0;;33.9;13.7;;7.57;47.566347974076734;7.622926191249976;Bohrungen verrohrt (ø < 200mm);1994.0;Cyrenenmergel;260.7;252.4
F_2688;1996-08-20;;;80.3;14.2;0.4;0.13;14.9;2.2;221.4268;;536.0;10.4;;9.8;;4.43;7.3;70.0;;36.9;13.5;83.0;7.18;47.566347974076734;7.622926191249976;Bohrungen verrohrt (ø < 200mm);1994.0;Cyrenenmergel;260.7;252.4
F_2688;1996-11-19;;;;14.4;0.4;0.14;;;;;500.0;;;;;4.03;7.8;73.0;;35.4;12.6;;7.08;47.566347974076734;7.622926191249976;Bohrungen verrohrt (ø < 200mm);1994.0;Cyrenenmergel;260.7;252.4
F_2688;1997-04-08;;;;13.2;0.5;0.14;;;;;502.0;;;;;4.16;7.7;73.0;;35.7;13.0;;7.45;47.566347974076734;7.622926191249976;Bohrungen verrohrt (ø < 200mm);1994.0;Cyrenenmergel;260.7;252.4
F_2688;1997-06-11;;;;13.1;0.5;0.086;;;;;527.0;;;;;4.47;7.4;70.0;;34.8;13.1;;7.33;47.566347974076734;7.622926191249976;Bohrungen verrohrt (ø < 200mm);1994.0;Cyrenenmergel;260.7;252.4
F_2688;1997-08-20;;;79.7;14.3;0.5;0.079;14.5;2.7;216.06969999999998;;531.0;10.8;;10.3;;4.43;7.7;74.0;;36.7;13.8;11.6;7.29;47.566347974076734;7.622926191249976;Bohrungen verrohrt (ø < 200mm);1994.0;Cyrenenmergel;260.7;252.4
F_2688;1997-10-13;;;;14.7;0.3;0.093;;;;;513.0;;;;;4.17;7.5;70.0;;36.9;12.5;;7.46;47.566347974076734;7.622926191249976;Bohrungen verrohrt (ø < 200mm);1994.0;Cyrenenmergel;260.7;252.4
F_2688;1998-04-22;;;;13.2;0.26;0.063;;;;;455.0;;;;;3.3;6.9;65.0;;36.8;12.9;;7.21;47.566347974076734;7.622926191249976;Bohrungen verrohrt (ø < 200mm);1994.0;Cyrenenmergel;260.7;252.4
